Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Cleaned_Review,Slang_Replaced,Stopwords_Removed,Stemming
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,4,"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Positive,Happy,barang bagus dan cepat sekali sampainya ke cianjur hanya hari best seller,barang bagus dan cepat sekali sampainya ke cianjur hanya hari best seller,barang bagus cepat sampainya cianjur hari best seller,barang bagus cepat sampai cianjur hari best seller
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,4,mantap pengiriman luarbiasa cepat...barang oke,Positive,Happy,mantap pengiriman luarbiasa cepat barang oke,mantap pengiriman luarbiasa cepat barang oke,mantap pengiriman luarbiasa cepat barang oke,mantap kirim luarbiasa cepat barang oke
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"Barang cepat datang, respon penjual bagus dan semoga bisa",Positive,Happy,barang cepat datang respon penjual bagus dan semoga bisa,barang cepat datang respon penjual bagus dan semoga bisa,barang cepat datang respon penjual bagus semoga,barang cepat datang respon jual bagus moga
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,Berfungsi dengan baik,Positive,Happy,berfungsi dengan baik,berfungsi dengan baik,berfungsi baik,fungsi baik
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Positive,Happy,paking rapih kondisi barang datang mantap kualitas sesuai harga joss,paking rapi kondisi barang datang mantap kualitas sesuai harga joss,paking rapi kondisi barang datang mantap kualitas sesuai harga joss,paking rapi kondisi barang datang mantap kualitas sesuai harga joss
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"fast respond, packingnya bagus rapih, barang yg dikirim sesuai pesanan, terima kasih",Positive,Happy,fast respond packingnya bagus rapih barang yg dikirim sesuai pesanan terima kasih,fast respond packingnya bagus rapi barang yang dikirim sesuai pesanan terima kasih,fast respond packingnya bagus rapi barang dikirim sesuai pesanan terima kasih,fast respond packingnya bagus rapi barang kirim sesuai pesan terima kasih
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,4,bagus simple cuma menurut saya kurang keras suaranya... tapi bagus ??,Positive,Happy,bagus simple cuma menurut saya kurang keras suaranya tapi bagus,bagus simple cuma menurut saya kurang keras suaranya tapi bagus,bagus simple menurut kurang keras suaranya bagus,bagus simple turut kurang keras suara bagus
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,"Pengiriman cepat, packing rapih dan aman. Kualitas suara standar sebanding dengan harga",Positive,Happy,pengiriman cepat packing rapih dan aman kualitas suara standar sebanding dengan harga,pengiriman cepat packing rapi dan aman kualitas suara standar sebanding dengan harga,pengiriman cepat packing rapi aman kualitas suara standar sebanding harga,kirim cepat packing rapi aman kualitas suara standar banding harga
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,4,Bagus mantab jernih,Positive,Happy,bagus mantab jernih,bagus mantab jernih,bagus mantab jernih,bagus mantab jernih
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,5,Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best,Positive,Happy,barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best,barang bagus banget asli dengan harga sgni dapat quality wireless microphone kayak begini the best,barang bagus banget asli harga sgni quality wireless microphone kayak the best,barang bagus banget asli harga sgni quality wireless microphone kayak the best
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,produk mantap packingnya bagus,Positive,Happy,produk mantap packingnya bagus,produk mantap packingnya bagus,produk mantap packingnya bagus,produk mantap packingnya bagus
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Pesanan sdh diterima dlm keadaan baik dan cpt sampainya. Dpt bonus stik.Terima kasih seller dan kurir,Positive,Happy,pesanan sdh diterima dlm keadaan baik dan cpt sampainya dpt bonus stik terima kasih seller dan kurir,pesanan sudah diterima dalam keadaan baik dan cepat sampainya dapat bonus stik terima kasih seller dan kurir,pesanan diterima keadaan baik cepat sampainya bonus stik terima kasih seller kurir,pesan terima ada baik cepat sampai bonus stik terima kasih seller kurir
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. Produk sudah dites / dicoba dan dapat berfungsi baik.,Positive,Happy,produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar produk sudah dites dicoba dan dapat berfungsi baik,produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar produk sudah dites dicoba dan dapat berfungsi baik,produk diterima dicek sesuai deskripsi gambar produk dites dicoba berfungsi baik,produk terima cek sesuai deskripsi gambar produk tes coba fungsi baik
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,5,Pengiriman Barang cepat dan sesuai spec barang,Positive,Happy,pengiriman barang cepat dan sesuai spec barang,pengiriman barang cepat dan sesuai spec barang,pengiriman barang cepat sesuai spec barang,kirim barang cepat sesuai spec barang
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sesuai keinginan, thx toko pedia.",Positive,Happy,barang sesuai keinginan thx toko pedia,barang sesuai keinginan thx toko pedia,barang sesuai keinginan thx toko pedia,barang sesuai ingin thx toko dia
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sudah sampai, nanti di update bintang, mau cek kondisi barang dulu",Positive,Happy,barang sudah sampai nanti di update bintang mau cek kondisi barang dulu,barang sudah sampai nanti di update bintang mau cek kondisi barang dulu,barang update bintang cek kondisi barang,barang update bintang cek kondisi barang
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"lumayan lah, buat pemanasan",Positive,Happy,lumayan lah buat pemanasan,lumayan lah buat pemanasan,lumayan pemanasan,lumayan panas
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,4,"barang sesuai, thank you",Positive,Happy,barang sesuai thank you,barang sesuai thank you,barang sesuai thank you,barang sesuai thank you
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,"Bagus barangnya, cocok untuk latihan sticking ... ini untuk anak saya",Positive,Happy,bagus barangnya cocok untuk latihan sticking ini untuk anak saya,bagus barangnya cocok untuk latihan sticking ini untuk anak saya,bagus barangnya cocok untuk latihan sticking untuk anak,bagus barang cocok untuk latih sticking untuk anak
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,"bagus, barang sampai cepat",Positive,Happy,bagus barang sampai cepat,bagus barang sampai cepat,bagus barang cepat,bagus barang cepat
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,5,Trima kasih szsdrum barang sdh sampai.Sukses terus szsdrum. ??????,Positive,Happy,trima kasih szsdrum barang sdh sampai sukses terus szsdrum,terima kasih szsdrum barang sudah sampai sukses terus szsdrum,terima kasih szsdrum barang sukses terus szsdrum,terima kasih szsdrum barang sukses terus szsdrum
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,4,Mantap barangnya,Positive,Happy,mantap barangnya,mantap barangnya,mantap barangnya,mantap barang
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,4,"Pantulan bagus, lumayan lah",Positive,Happy,pantulan bagus lumayan lah,pantulan bagus lumayan lah,pantulan bagus lumayan,pantul bagus lumayan
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,4,"barang sudah di terima, cuman ini ada bagian yang ngelupas di kayunya, tp ok lah, terima kasih.",Positive,Happy,barang sudah di terima cuman ini ada bagian yang ngelupas di kayunya tp ok lah terima kasih,barang sudah di terima cuman ini ada bagian yang ngelupas di kayunya tapi ok lah terima kasih,barang terima cuman bagian ngelupas kayunya ok terima kasih,barang terima cuman bagi ngelupas kayu ok terima kasih
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,safety packaging..terima kasih banyak.. semoga awet..top seller..,Positive,Happy,safety packaging terima kasih banyak semoga awet top seller,safety packaging terima kasih banyak semoga awet top seller,safety packaging terima kasih semoga awet top seller,safety packaging terima kasih moga awet top seller
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,Barang bagus packing rapih mantap. Biar bintang yang berbicara,Positive,Happy,barang bagus packing rapih mantap biar bintang yang berbicara,barang bagus packing rapi mantap biar bintang yang berbicara,barang bagus packing rapi mantap biar bintang berbicara,barang bagus packing rapi mantap biar bintang bicara
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,5,Saya puas barangnya bagus sampai saat tidak ada masalah,Positive,Happy,saya puas barangnya bagus sampai saat tidak ada masalah,saya puas barangnya bagus sampai saat tidak ada masalah,puas barangnya bagus masalah,puas barang bagus masalah
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,Produknya bagus dan berfungsi dengan baik,Positive,Happy,produknya bagus dan berfungsi dengan baik,produknya bagus dan berfungsi dengan baik,produknya bagus berfungsi baik,produk bagus fungsi baik
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,"Positive product, sesuai deskripsi",Positive,Happy,positive product sesuai deskripsi,positive product sesuai deskripsi,positive product sesuai deskripsi,positive product sesuai deskripsi
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,"Barang sudah di trima dgn baik dan rapi, suara nya oke... Thanks",Positive,Happy,barang sudah di trima dgn baik dan rapi suara nya oke thanks,barang sudah di terima dengan baik dan rapi suara nya oke thanks,barang terima baik rapi suara nya oke thanks,barang terima baik rapi suara nya oke thanks
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,barangnya ga dikirim sampai hari ini,Negative,Fear,barangnya ga dikirim sampai hari ini,barangnya enggak dikirim sampai hari ini,barangnya dikirim hari,barang kirim hari
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,"Tidak sesuai ekspektasi, suara mic tetap kecil ga ada perubahan",Negative,Fear,tidak sesuai ekspektasi suara mic tetap kecil ga ada perubahan,tidak sesuai ekspektasi suara mic tetap kecil enggak ada perubahan,sesuai ekspektasi suara mic tetap perubahan,sesuai ekspektasi suara mic tetap ubah
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,MENGECEWAKAN belanja disini. barang tidak sampai..ganti2kurir gak jelas.PENJUAL GAK KOPERATIF..,Negative,Anger,mengecewakan belanja disini barang tidak sampai ganti kurir gak jelas penjual gak koperatif,mengecewakan belanja disini barang tidak sampai ganti kurir enggak jelas penjual enggak koperatif,mengecewakan belanja barang ganti kurir jelas penjual koperatif,kecewa belanja barang ganti kurir jelas jual koperatif
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,1,penjual adalah calo. jual barang orang lain..di chat gak jelas.. hati2lah,Negative,Fear,penjual adalah calo jual barang orang lain di chat gak jelas hati lah,penjual adalah calo jual barang orang lain di chat enggak jelas hati lah,penjual calo jual barang orang chat jelas hati,jual calo jual barang orang chat jelas hati
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,"Ngga cocok sama HP Realme 5 Pro. Ngga konek, manual pake bahasa china sulit dipahami",Negative,Fear,ngga cocok sama hp realme pro ngga konek manual pake bahasa china sulit dipahami,enggak cocok sama hp realme pro enggak konek manual pakai bahasa china sulit dipahami,cocok hp realme pro konek manual pakai bahasa china sulit dipahami,cocok hp realme pro konek manual pakai bahasa china sulit paham
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,GK NYALAH PARAH,Negative,Anger,gk nyalah parah,enggak nyalah parah,nyalah parah,nyalah parah
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,2,"deskripsi produk tdk jelas, usb tdk cocok di hp samsung",Negative,Sadness,deskripsi produk tdk jelas usb tdk cocok di hp samsung,deskripsi produk tidak jelas usb tidak cocok di hp samsung,deskripsi produk jelas usb cocok hp samsung,deskripsi produk jelas usb cocok hp samsung
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel.",Negative,Fear,pas pertama datang barang nggak berfungsi coba lagi akhirnya sempat berfungsi suara keterima dgn baik transaksi langsung saya klik selesai tapi besoknya ternyata error lagi sampai sekarang sebetulnya di sisi penjual nggak ada masalah pertanyaan dijawab dgn baik cuma produk error setlh transaksi diklik selesai nggak yakin juga bakal bisa diretur kepaksa ulasan diedit jadi bintang jadi balik lagi deh pake yg model kabel,pas pertama datang barang enggak berfungsi coba lagi akhirnya sempat berfungsi suara keterima dengan baik transaksi langsung saya klik selesai tapi besoknya ternyata error lagi sampai sekarang sebetulnya di sisi penjual enggak ada masalah pertanyaan dijawab dengan baik cuma produk error setlh transaksi diklik selesai enggak yakin juga bakal bisa diretur kepaksa ulasan diedit jadi bintang jadi balik lagi deh pakai yang model kabel,pas pertama datang barang berfungsi coba berfungsi suara keterima baik transaksi langsung klik selesai besoknya ternyata error sisi penjual masalah pertanyaan dijawab baik produk error setlh transaksi diklik selesai yakin bakal diretur kepaksa ulasan diedit jadi bintang jadi balik deh pakai model kabel,pas pertama datang barang fungsi coba fungsi suara terima baik transaksi langsung klik selesai besok nyata error sisi jual masalah tanya jawab baik produk error setlh transaksi klik selesai yakin bakal retur paksa ulas edit jadi bintang jadi balik deh pakai model kabel
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,kurang komunikatif,Negative,Fear,kurang komunikatif,kurang komunikatif,kurang komunikatif,kurang komunikatif
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,"Barang nya sdh di coba, tapi tdk bisa berpungsi dgn baik, nggak bisa conek dgn iphone sy.",Negative,Sadness,barang nya sdh di coba tapi tdk bisa berpungsi dgn baik nggak bisa conek dgn iphone sy,barang nya sudah di coba tapi tidak bisa berpungsi dengan baik enggak bisa conek dengan iphone saya,barang nya coba berpungsi baik conek iphone,barang nya coba pungsi baik conek iphone
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,Baru dipake 6x charger indikator udh ga nyala. Udh ga bisa dipake. Gimana ini? Sampe Sekarang belum ada tindakan nyata pengurusan garansi 28/10,Negative,Fear,baru dipake  charger indikator udh ga nyala udh ga bisa dipake gimana ini sampe sekarang belum ada tindakan nyata pengurusan garansi,baru dipakai charger indikator sudah enggak nyala sudah enggak bisa dipakai bagaimana ini sampai sekarang belum ada tindakan nyata pengurusan garansi,baru dipakai charger indikator nyala dipakai tindakan nyata pengurusan garansi,baru pakai charger indikator nyala pakai tindak nyata urus garansi
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,Jakarta Pusat,250000,4.8,496,264,1,Barang rusak di jual emang ngehek,Negative,Anger,barang rusak di jual emang ngehek,barang rusak di jual memang ngehek,barang rusak jual ngehek,barang rusak jual ngehek
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"produk ada goresan, ga rapi dan ada kotoran di pinggirannya. kiriman cepat smpe.",Negative,Fear,produk ada goresan ga rapi dan ada kotoran di pinggirannya kiriman cepat smpe,produk ada goresan enggak rapi dan ada kotoran di pinggirannya kiriman cepat sampai,produk goresan rapi kotoran pinggirannya kiriman cepat,produk gores rapi kotor pinggir kirim cepat
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"barangnya bgus cman saya kurang puas dgn pakingya, gak rapi sama sekali,. sticknyapun cpot, . . tolong perbaiki lagi byar tokonya laris, .",Negative,Sadness,barangnya bgus cman saya kurang puas dgn pakingya gak rapi sama sekali sticknyapun cpot tolong perbaiki lagi byar tokonya laris,barangnya bagus cuman saya kurang puas dengan pakingya enggak rapi sama sekali sticknyapun cpot tolong perbaiki lagi byar tokonya laris,barangnya bagus cuman kurang puas pakingya rapi sticknyapun cpot tolong perbaiki byar tokonya laris,barang bagus cuman kurang puas pakingya rapi sticknyapun cpot tolong baik byar toko laris
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,2,"kurang suka, bau karetnya sangat menyengat",Negative,Fear,kurang suka bau karetnya sangat menyengat,kurang suka bau karetnya sangat menyengat,kurang suka bau karetnya menyengat,kurang suka bau karet sengat
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,"Barang sampainya lama sekali, respon penjual lambat, mengecewakan.",Negative,Sadness,barang sampainya lama sekali respon penjual lambat mengecewakan,barang sampainya lama sekali respon penjual lambat mengecewakan,barang sampainya respon penjual lambat mengecewakan,barang sampai respon jual lambat kecewa
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang,Negative,Fear,qualitas jelek sekali bau seperti cat pad ya bergelombang,qualitas jelek sekali bau seperti cat pad ya bergelombang,qualitas jelek bau cat pad ya bergelombang,qualitas jelek bau cat pad ya gelombang
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Negative,Fear,pengirimannya sih cepat tapi barangnya bruntusan gitu teman saya juga beli drum pad bahan karet dari malang tapi alus kok ini yg saya beli malah bruntusan begitu ekspetasi saya tadinya bagus malah dapatnya yg jelekkan tdk sesuai foto yg di pajang oleh penjual,pengirimannya sih cepat tapi barangnya bruntusan begitu teman saya juga beli drum pad bahan karet dari malang tapi alus kok ini yang saya beli malah bruntusan begitu ekspetasi saya tadinya bagus malah dapatnya yang jelekkan tidak sesuai foto yang di pajang oleh penjual,pengirimannya sih cepat barangnya bruntusan teman beli drum pad bahan karet malang alus beli bruntusan ekspetasi bagus dapatnya jelekkan sesuai foto pajang penjual,kirim sih cepat barang bruntusan teman beli drum pad bahan karet malang alus beli bruntusan ekspetasi bagus dapat jelek sesuai foto pajang jual
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Barang tidak sesuai dengan yg di iklankan seperti nya bekas,Negative,Fear,barang tidak sesuai dengan yg di iklankan seperti nya bekas,barang tidak sesuai dengan yang di iklankan seperti nya bekas,barang sesuai iklankan nya bekas,barang sesuai iklan nya bekas
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,Barang tidak sesuai gambar yang ditawarkan,Negative,Sadness,barang tidak sesuai gambar yang ditawarkan,barang tidak sesuai gambar yang ditawarkan,barang sesuai gambar ditawarkan,barang sesuai gambar tawar
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,banyak yang tergores seperti bekas.habis itu bagian bawah kayunya patah!!!,Negative,Fear,banyak yang tergores seperti bekas habis itu bagian bawah kayunya patah,banyak yang tergores seperti bekas habis itu bagian bawah kayunya patah,tergores bekas habis bagian bawah kayunya patah,gores bekas habis bagi bawah kayu patah
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,Maap agak kecewa krn yg saya terima beda sama gambar. Bagian alas tdk bevel spt gambar.,Negative,Sadness,maap agak kecewa krn yg saya terima beda sama gambar bagian alas tdk bevel spt gambar,maaf agak kecewa karena yang saya terima beda sama gambar bagian alas tidak bevel seperti gambar,maaf kecewa terima beda gambar bagian alas bevel gambar,maaf kecewa terima beda gambar bagi alas bevel gambar
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,kata teman yg terjun di dunia musik barangnya kurang memuaskan. mohon diperbaiki lagi produknya. thx,Negative,Sadness,kata teman yg terjun di dunia musik barangnya kurang memuaskan mohon diperbaiki lagi produknya thx,kata teman yang terjun di dunia musik barangnya kurang memuaskan mohon diperbaiki lagi produknya thx,kata teman terjun dunia musik barangnya kurang memuaskan mohon diperbaiki produknya thx,kata teman terjun dunia musik barang kurang muas mohon baik produk thx
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,2,kondisi drum pad nggak rapih masih banyak lem belepotan,Negative,Fear,kondisi drum pad nggak rapih masih banyak lem belepotan,kondisi drum pad enggak rapi masih banyak lem belepotan,kondisi drum pad rapi lem belepotan,kondisi drum pad rapi lem belepotan
Movies and Music,Szs drum pad economist,Kota Bandung,99000,4.8,1565,578,1,"file CD kosong, tidak rekomendasi",Negative,Fear,file cd kosong tidak rekomendasi,file celana dalam kosong tidak rekomendasi,file celana kosong rekomendasi,file celana kosong rekomendasi
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,2,Respon sangat lama sekali No recomended,Negative,Fear,respon sangat lama sekali no recomended,respon sangat lama sekali no recomended,respon no recomended,respon no recomended
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,2,Barang tidak sesuai dengan warna. Saya mesan hitam di kasih warna brown. Pengiriman lama. Tp barang bagus,Negative,Fear,barang tidak sesuai dengan warna saya mesan hitam di kasih warna brown pengiriman lama tp barang bagus,barang tidak sesuai dengan warna saya mesan hitam di kasih warna brown pengiriman lama tapi barang bagus,barang sesuai warna mesan hitam kasih warna brown pengiriman barang bagus,barang sesuai warna mesan hitam kasih warna brown kirim barang bagus
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,1,SANGAT TIDAK RECOMMENDED!!!,Negative,Anger,sangat tidak recommended,sangat tidak recommended,recommended,recommended
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,pianika awalnya 1 tuts nada ga bunyi.. lalu suaranya kecil dan hilang...di chat no respon padahal lagi online ...,Negative,Fear,pianika awalnya tuts nada ga bunyi lalu suaranya kecil dan hilang di chat no respon padahal lagi online,pianika awalnya tuts nada enggak bunyi lalu suaranya kecil dan hilang di chat no respon padahal lagi online,pianika awalnya tuts nada bunyi suaranya hilang chat no respon online,pianika awal tuts nada bunyi suara hilang chat no respon online
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,LAMA,Negative,Fear,lama,lama,,
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,"Pesan warna biru,dikirim warna pink.Padahal buat anak cowok,packing lelet sampai 24 jam,kecewa",Negative,Sadness,pesan warna biru dikirim warna pink padahal buat anak cowok packing lelet sampai jam kecewa,pesan warna biru dikirim warna pink padahal buat anak cowok packing lelet sampai jam kecewa,pesan warna biru dikirim warna pink anak cowok packing lelet jam kecewa,pesan warna biru kirim warna pink anak cowok packing lelet jam kecewa
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,2,"Seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink. dan tanpa pemberitahuan sebelumnya. Karena saya beli untuk kado, jadi tidak utk digunakan sendiri. Mohon kedepannya diperbaiki.",Negative,Fear,seller kurang komunikatif saya pesan warna biru tapi dikirim warna pink dan tanpa pemberitahuan sebelumnya karena saya beli untuk kado jadi tidak utk digunakan sendiri mohon kedepannya diperbaiki,seller kurang komunikatif saya pesan warna biru tapi dikirim warna pink dan tanpa pemberitahuan sebelumnya karena saya beli untuk kado jadi tidak untuk digunakan sendiri mohon kedepannya diperbaiki,seller kurang komunikatif pesan warna biru dikirim warna pink pemberitahuan beli untuk kado jadi untuk digunakan mohon kedepannya diperbaiki,seller kurang komunikatif pesan warna biru kirim warna pink pemberitahuan beli untuk kado jadi untuk guna mohon depan baik
Movies and Music,"Pianika Alat Musik Tiup / Pianika Melodika Softcase - tas kain biasa, Biru",Jakarta Utara,72000,4.9,2798,1047,1,selangnya robek. tasnya jg robel di sudut,Negative,Fear,selangnya robek tasnya jg robel di sudut,selangnya robek tasnya juga robel di sudut,selangnya robek tasnya robel sudut,selang robek tas robel sudut
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,Barang yang diterima dalam kondisi yang tidak diinginkan.Pecah di salah satu tuts nya.,Negative,Fear,barang yang diterima dalam kondisi yang tidak diinginkan pecah di salah satu tuts nya,barang yang diterima dalam kondisi yang tidak diinginkan pecah di salah satu tuts nya,barang diterima kondisi diinginkan pecah salah satu tuts nya,barang terima kondisi ingin pecah salah satu tuts nya
Movies and Music,Pianika YAMAHA P32D Original,Jakarta Barat,298500,4.9,6969,2721,1,Gk di kirim.. Uang gojek hilang dehhh,Negative,Fear,gk di kirim uang gojek hilang deh,enggak di kirim uang gojek hilang deh,kirim uang gojek hilang deh,kirim uang gojek hilang deh
